user_id,uuid,amount,instrument_type,instrument,net_amount,discount_points,tx_init_timestamp,tx_end_timestamp
1135,37f9c677-4dbb-4379-8b6b-fb16e5c67a66,2194.0,debit_card,SBI debit card,1579.68,615.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1136,eb1cd939-e959-4134-af88-6eb7e322b905,3138.0,wallet,SBI debit card,2259.36,879.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1137,62b48d92-f181-4236-915a-4596710231b7,698.0,upi,IDBI,502.56,196.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1138,5a9d9645-d08c-456a-bc63-50fcceadaf17,1459.0,wallet,CANARA BANK,1050.48,409.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1139,bcff00a8-f23a-417c-8100-9ef354688cff,3428.0,wallet,BANK OF BARODA,2468.16,960.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1140,cf885a77-a459-4e08-bb2c-71723443660d,1022.0,wallet,BANK OF BARODA,735.84,287.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1141,6a0e981f-2d08-4e7f-b73f-e38d3be6ecaa,3203.0,debit_card,STATE BANK OF INDIA,2306.16,897.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1142,d154d001-815f-494a-a183-0a32b460c299,418.0,debit_card,HDFC master card,300.96,118.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1143,c885a94b-c6ed-4a23-887a-f44f590abae3,347.0,credit_card,HDFC,249.84,98.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1144,5f16df51-953e-4c96-a32f-a9676fe019f6,2609.0,credit_card,HDFC master card,1878.48,731.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1145,de0c793e-bc9d-46f7-8ddb-4526a316d2bf,2022.0,credit_card,HDFC,1455.84,567.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1146,d77dae30-1d49-457e-8ff0-051227952d6f,2730.0,wallet,ICICI debit card,1965.6,765.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1147,7b394404-2c59-43df-8aed-881d4c800da4,2184.0,wallet,Google Pay,1572.48,612.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1148,3c085b53-50c1-488d-aa3d-f365a6346bfb,2753.0,upi,BANK OF BARODA,1982.16,771.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1149,994bd67d-0df7-4dcf-9da3-c79ae54c3612,3482.0,debit_card,PayTM,2507.04,975.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1150,55868cb1-d554-4c5a-ab23-b7a4a23a8cd1,2819.0,wallet,STATE BANK OF INDIA,2029.68,790.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1151,93efc323-0c45-4bdf-9c93-d6ea839e0722,1771.0,debit_card,BANK OF BARODA,1275.12,496.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1152,ee78591b-1e02-4bd2-9abf-1e9b4d43cd0e,1189.0,upi,IDBI,856.08,333.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1153,3a18b0e2-2dff-4d8a-b36c-09a869648e01,2371.0,wallet,SBI debit card,1707.12,664.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1154,fb26bd15-c5f8-4fa2-b808-b0838e1c79cb,2777.0,upi,HDFC master card,1999.44,778.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1155,30387a04-21b8-409c-a3cc-67b95111d292,2711.0,wallet,PayTM,1951.92,760.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1156,7a20202f-846b-485b-91d8-69c14b6d6dff,2961.0,net_banking,PayTM,2131.92,830.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1157,ee640d98-dc8c-4a81-8afb-d9bdf6089569,394.0,net_banking,YES BANK,283.68,111.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1158,d4a40a2a-78d4-4676-bd9f-d37712087a50,183.0,credit_card,IDBI,131.76,52.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1159,079e72ea-d7b4-483e-a866-17e88950b0b2,3108.0,wallet,HDFC,2237.76,871.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1160,7194b026-a48c-4d84-8da7-ef7010bd210a,2131.0,credit_card,BANK OF BARODA,1534.32,597.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1161,db2f61be-041f-42a0-8aa5-202ed8fe99d3,1825.0,credit_card,ICICI debit card,1314.0,511.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1162,215a2e40-c3e0-4251-8e3d-9edf191dede2,2754.0,net_banking,ICICI debit card,1982.88,772.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1163,6fd649a0-810b-473a-b7e4-b1996d3d26a9,1115.0,wallet,PayTM,802.8,313.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1164,a25fb1eb-7fce-4eb5-a006-325060ba1e04,3293.0,credit_card,SBI debit card,2370.96,923.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1165,e60a95c2-b1d5-4591-a63f-f98e7af67511,37.0,debit_card,ICICI,26.64,11.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1166,ce9d6f50-397d-41b0-84df-5f8d9775f1e1,3424.0,credit_card,ICICI debit card,2465.28,959.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1167,4e7fa94d-c134-4b1b-bb6e-5cfb9be73fc2,174.0,debit_card,Google Pay,125.28,49.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1168,36e20145-c27b-420b-9bc2-1a0ca0c77ae6,1466.0,credit_card,SBI debit card,1055.52,411.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1169,2b3363b7-2e15-4ff7-a409-84214b75b075,642.0,upi,ICICI,462.24,180.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1170,b3bdb908-507b-454d-9115-a74787c9f15d,3237.0,upi,IDBI,2330.64,907.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1171,09247316-8aa2-485f-9550-2163864fd300,1355.0,credit_card,STATE BANK OF INDIA,975.6,380.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1172,dc12030f-2715-4ac9-9daf-e2b9fe4e4d80,2347.0,wallet,BANK OF BARODA,1689.84,658.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1173,a32d684d-7f2b-43d6-a5e8-e91f0cbcc3a2,2482.0,upi,IDBI,1787.04,695.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1174,019e3bd4-1fa5-4578-86e1-7c28305eb4a6,2145.0,credit_card,BANK OF BARODA,1544.4,601.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1175,59b33f24-6458-4142-91e1-c7fdf79a9091,2335.0,credit_card,IDBI,1681.2,654.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1176,3cb98f45-0040-4e7f-800b-df4689b2b0ee,1338.0,credit_card,CANARA BANK,963.36,375.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1177,83f38e13-c822-4ceb-bc6b-1b3a8fc268b7,2164.0,credit_card,STATE BANK OF INDIA,1558.08,606.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1178,807293d0-8a4c-43c7-a7a0-08f405d9e3fb,3173.0,wallet,CANARA BANK,2284.56,889.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1179,e94fb81d-e7c9-4ac6-ba1f-7fe17230abf7,3389.0,credit_card,STATE BANK OF INDIA,2440.08,949.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1180,e8ae9ac4-9d5a-444c-9dc3-db9ce6f8e43c,972.0,net_banking,HDFC master card,699.84,273.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1181,0fbb10eb-ded2-4984-8e44-8b3384ce56fd,3009.0,debit_card,ICICI,2166.48,843.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1182,fcee2055-7825-47c2-b507-285c9f1f6597,733.0,debit_card,HDFC,527.76,206.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1183,951238a4-eb53-4adf-9cd0-6bbc268fa68c,573.0,credit_card,CANARA BANK,412.56,161.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1184,fbd78959-a55e-4bf3-8257-f2be109b8c09,444.0,upi,Google Pay,319.68,125.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1185,7c556664-5e9a-405d-b462-47c04eb69be1,2469.0,net_banking,ICICI,1777.68,692.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1186,f1c880f5-b97c-4c31-9e1e-3f07582ce38f,1250.0,debit_card,SBI debit card,900.0,350.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1187,46cf7347-a57d-4ea4-a2f8-e41a64c230ef,2468.0,upi,Google Pay,1776.96,692.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1188,5a5300bf-f1ed-4b81-aaa7-3269c1258203,3468.0,wallet,IDBI,2496.96,972.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1189,68451e95-054a-47e9-b5ec-c38908f19c40,297.0,upi,CANARA BANK,213.84,84.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1190,3da6f3ea-2037-411c-8cee-d936648294f1,1022.0,upi,SBI debit card,735.84,287.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1191,59b0b62f-6337-49df-aa93-084de7fa7617,2004.0,net_banking,CANARA BANK,1442.88,562.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1192,57a0293b-87b1-4c5b-bbe0-9d3b40702ba6,927.0,wallet,HDFC master card,667.44,260.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1193,2996ac19-b9e4-46d7-b15f-956f488ef544,161.0,debit_card,BANK OF BARODA,115.92,46.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1194,8da5c9f8-2042-48d8-ad44-ef5739669b26,1065.0,wallet,ICICI debit card,766.8,299.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1195,c9a7d593-6b81-4bfe-87ed-4dd4dd751f15,1284.0,credit_card,CANARA BANK,924.48,360.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1196,56ed1a99-b9c9-4037-80cc-f6f6e029e7df,1593.0,upi,IDBI,1146.96,447.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1197,cfc462c9-5ff6-4abf-b958-8bc087f6e91b,143.0,credit_card,HDFC master card,102.96,41.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1198,c2b3a4b3-42fc-44c9-af56-2ed7f886fbf2,1731.0,debit_card,ICICI,1246.32,485.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1199,99593ccb-5b55-4bcb-836b-ebaa9680d2bb,1751.0,credit_card,BANK OF BARODA,1260.72,491.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1200,36e3d840-a23d-4981-b789-ecfb63a4beb4,1123.0,credit_card,CANARA BANK,808.56,315.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1201,2870bd7a-dc76-4f56-b570-322849da5f17,2456.0,credit_card,ICICI,1768.32,688.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1202,1132b9cf-47a5-4091-a648-2b7261dd1c86,1252.0,credit_card,YES BANK,901.44,351.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1203,fcfd0093-2e3c-4fd0-9bed-c934bbb86e1a,1585.0,wallet,ICICI debit card,1141.2,444.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1204,e2b5a66f-3358-4694-b407-d5eb1bb3b25c,913.0,net_banking,YES BANK,657.36,256.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1205,9d24588f-c292-4a58-ac77-7dc57c3f02e6,2106.0,upi,ICICI,1516.32,590.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1206,26a9e768-996b-4e21-92bc-a1119cf86afe,3008.0,credit_card,BANK OF BARODA,2165.76,843.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1207,6831b9e2-46e5-4a88-a6b5-7b1d45ca62f8,99.0,wallet,HDFC,71.28,28.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1208,078b0ed7-fdce-4bc9-aed3-870fd4d64d5e,1003.0,upi,STATE BANK OF INDIA,722.16,281.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1209,2688598a-bc4d-4772-8cb3-de0babaca2a1,304.0,upi,YES BANK,218.88,86.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1210,17bff6b7-c9f8-4284-9155-d4bf4c9e01fd,3139.0,wallet,SBI debit card,2260.08,879.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1211,edc05845-293a-4ee5-ad1e-610f25f6f50a,3303.0,wallet,YES BANK,2378.16,925.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1212,a87ca0a6-a4ce-44e4-a300-2571e54f27b9,628.0,net_banking,STATE BANK OF INDIA,452.16,176.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1213,b7add062-8b1b-4140-a679-712066b6ae7f,805.0,debit_card,ICICI,579.6,226.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1214,1a13a89e-4b17-466f-adf9-c5e548f5d565,2782.0,wallet,BANK OF BARODA,2003.04,779.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1215,aefb92f2-659a-47cf-80d5-8180bee71959,2020.0,credit_card,IDBI,1454.4,566.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1216,a8041f06-c7e9-427e-9b5e-d83e6499dd28,3102.0,net_banking,HDFC,2233.44,869.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1217,09f4f550-dedd-4510-b246-22c3485538a8,2728.0,credit_card,ICICI,1964.16,764.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1218,c17bfcf2-7811-47f6-9927-885402bdc02e,2523.0,wallet,STATE BANK OF INDIA,1816.56,707.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1219,bf966bff-2713-4a02-8500-310a2d2fbe8c,1185.0,credit_card,SBI debit card,853.2,332.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1220,411456ab-ac72-4fad-9da2-8c02ae55d8e4,107.0,upi,Google Pay,77.04,30.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1221,ed75ca04-67ca-4535-b5b1-84119d27f42b,3067.0,debit_card,STATE BANK OF INDIA,2208.24,859.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1222,95b4c97c-5b94-4324-9646-58ab84a11933,430.0,credit_card,ICICI debit card,309.6,121.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1223,218a55cb-24f0-47fe-9a6d-fbe51748e286,427.0,wallet,BANK OF BARODA,307.44,120.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1224,c05e0335-8a88-4792-9887-5618e6bb2955,2011.0,credit_card,YES BANK,1447.92,564.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1225,a55ef484-0671-4852-976e-a286af10d294,1513.0,upi,PayTM,1089.36,424.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1226,ea9e668d-5ce7-4b2d-a701-d6774855451b,190.0,upi,CANARA BANK,136.8,54.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1227,9650cdb4-e5a3-42e7-ab3e-3551e6489ee4,1984.0,wallet,BANK OF BARODA,1428.48,556.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1228,4cc2386c-c90e-4d20-b467-d5abed1d6e9e,1779.0,debit_card,IDBI,1280.88,499.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1229,136e9e9c-9518-43fe-86ab-9e3a036b95e1,932.0,credit_card,ICICI debit card,671.04,261.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1230,be562341-12a4-4fe3-9d80-71e07c083c68,1171.0,wallet,ICICI,843.12,328.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1231,b4fe36bb-8e5a-4535-a937-55796754134e,1440.0,wallet,STATE BANK OF INDIA,1036.8,404.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1232,e62f8473-3e4a-4449-833e-866c40ff06f4,2615.0,net_banking,HDFC,1882.8,733.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1233,c67fca25-5e3b-4d83-b623-edd816c45b1e,1882.0,wallet,ICICI debit card,1355.04,527.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1234,826cb942-6f5c-4220-b950-9b50fb686344,1909.0,credit_card,ICICI,1374.48,535.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1235,c5d45e62-02ec-4dd9-9a58-a6c68a02bbd1,2905.0,net_banking,HDFC,2091.6,814.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1236,a37771c5-94f1-45a0-be9e-9a12767c3aec,573.0,wallet,PayTM,412.56,161.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1237,50b90d36-1f7e-40e6-8b7b-8e023ab4ad16,2810.0,credit_card,SBI debit card,2023.2,787.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1238,8922ac06-7543-47a1-bc87-78626ed98b69,3103.0,net_banking,HDFC,2234.16,869.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1239,48ad2694-8795-481a-b40c-bb15d31f87fc,347.0,debit_card,PayTM,249.84,98.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1240,11a3d5d3-92b3-413c-b5d9-f1c46efdca49,1877.0,upi,ICICI debit card,1351.44,526.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1241,b5f26320-1b8a-4656-91e9-689151f55f11,785.0,upi,STATE BANK OF INDIA,565.2,220.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1242,ba91621c-721d-4f62-a8b1-fe0a82d6ada4,44.0,upi,ICICI,31.68,13.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1243,764e261b-d2a5-407c-a00a-97e37235f9b9,788.0,upi,PayTM,567.36,221.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1244,8f6c7415-5818-4ad4-8f86-8b1d7e8d167a,2617.0,credit_card,PayTM,1884.24,733.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1245,10e42723-88a6-41d7-bcff-93ec30b39b72,676.0,credit_card,ICICI debit card,486.72,190.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1246,7468a0b9-e715-4dea-8cb6-e2ccd5a265a8,463.0,credit_card,SBI debit card,333.36,130.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1247,835bd8ed-2154-4bd8-8546-1b6fcfa55e27,2299.0,wallet,IDBI,1655.28,644.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1248,5c206423-d334-41b3-bcad-f2e7878b18d2,2824.0,wallet,PayTM,2033.28,791.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
