contest_id,user_id,team_id,fee_paid,final_position
1915,2020,990,6400.0,3
1916,2021,684,100.0,41
1917,2022,513,800.0,17
1918,2023,616,100.0,48
1919,2024,77,400.0,62
1920,2025,530,800.0,80
1921,2026,772,3200.0,37
1922,2027,429,1600.0,79
1923,2028,554,25.0,97
1924,2029,665,100.0,78
1925,2030,927,800.0,57
1926,2031,781,400.0,1
1927,2032,181,200.0,74
1928,2033,470,1600.0,16
1929,2034,681,400.0,30
1930,2035,247,800.0,69
1931,2036,88,400.0,18
1932,2037,480,800.0,19
1933,2038,451,3200.0,49
1934,2039,71,400.0,6
1935,2040,427,100.0,48
1936,2041,736,800.0,52
1937,2042,787,800.0,34
1938,2043,450,25.0,74
1939,2044,541,1600.0,2
1639,2245,737,400.0,4
1640,2246,52,1600.0,96
1641,2247,521,100.0,44
1642,2248,604,800.0,91
1643,2249,960,400.0,34
1644,2250,762,400.0,19
1645,2251,366,800.0,73
1646,2252,507,1600.0,79
1647,2253,298,400.0,58
1648,2254,338,3200.0,31
1649,2255,362,400.0,71
1650,2256,427,1600.0,37
1651,2257,529,1600.0,5
1652,2258,403,3200.0,3
1653,2259,632,25.0,16
1654,2260,704,3200.0,45
1655,2261,97,100.0,96
1656,2262,723,800.0,9
1657,2263,311,1600.0,90
1658,2264,934,100.0,2
1659,2265,542,50.0,68
1660,2266,472,400.0,54
1661,2267,157,1600.0,51
1662,2268,27,100.0,0
1663,2269,170,6400.0,55
1664,2270,119,6400.0,94
1665,2271,185,800.0,86
1666,2272,969,50.0,69
1667,2273,835,100.0,8
1668,2274,326,200.0,94
1669,2275,516,800.0,42
1670,2276,519,100.0,91
1671,2277,729,50.0,20
1672,2278,979,3200.0,42
1673,2279,780,50.0,25
1674,2280,703,200.0,58
1675,2281,186,25.0,76
1676,2282,357,1600.0,83
1677,2283,404,100.0,34
1678,2284,898,100.0,73
1679,2285,210,6400.0,74
1680,2286,626,25.0,52
1681,2287,640,50.0,24
1682,2288,615,400.0,24
1683,2289,868,400.0,74
1684,2290,788,50.0,74
1685,2291,733,800.0,75
1686,2292,168,100.0,90
1687,2293,419,3200.0,33
1688,2294,93,100.0,57
1641,2246,306,3200.0,13
1642,2247,730,800.0,95
1643,2248,503,800.0,93
1644,2249,443,50.0,47
1645,2250,333,3200.0,81
1646,2251,767,1600.0,52
1647,2252,265,50.0,2
1648,2253,623,100.0,12
1649,2254,948,800.0,84
1650,2255,612,200.0,23
1651,2256,136,3200.0,35
1652,2257,461,100.0,49
1653,2258,499,3200.0,32
1654,2259,666,200.0,73
1655,2260,906,400.0,52
1656,2261,505,800.0,81
1657,2262,369,200.0,37
1658,2263,829,3200.0,30
1659,2264,934,1600.0,17
1660,2265,607,800.0,68
1661,2266,394,400.0,58
1662,2267,695,50.0,46
1663,2268,344,50.0,78
1664,2269,371,3200.0,18
1665,2270,567,6400.0,31
1666,2271,957,25.0,31
1667,2272,481,100.0,91
1668,2273,424,3200.0,68
1669,2274,465,3200.0,92
1670,2275,733,200.0,72
1671,2276,721,800.0,52
1672,2277,945,3200.0,50
1673,2278,315,1600.0,78
1674,2279,752,200.0,24
1675,2280,645,400.0,79
1676,2281,990,25.0,77
1677,2282,246,800.0,53
1678,2283,983,3200.0,21
1679,2284,400,100.0,51
1680,2285,242,50.0,24
1681,2286,98,1600.0,71
1682,2287,438,200.0,13
1683,2288,275,25.0,34
1684,2289,562,200.0,15
1685,2290,129,1600.0,12
1686,2291,16,400.0,5
1687,2292,85,100.0,9
1688,2293,732,400.0,83
1689,2294,764,200.0,8
1690,2295,286,6400.0,75
1540,1645,700,50.0,34
1541,1646,275,6400.0,42
1542,1647,351,3200.0,10
1543,1648,885,25.0,62
1544,1649,879,200.0,2
1545,1650,127,3200.0,70
1546,1651,944,1600.0,82
1547,1652,754,6400.0,79
1548,1653,397,100.0,99
1549,1654,387,1600.0,96
1550,1655,2,100.0,97
1551,1656,32,400.0,81
1552,1657,205,1600.0,81
1553,1658,245,50.0,64
1554,1659,330,400.0,83
1555,1660,238,3200.0,94
1556,1661,720,1600.0,59
1557,1662,161,800.0,59
1558,1663,858,1600.0,29
1559,1664,693,3200.0,94
1560,1665,42,6400.0,74
1561,1666,561,25.0,66
1562,1667,790,100.0,8
1563,1668,717,50.0,98
1564,1669,721,200.0,88
1565,1670,399,800.0,61
1566,1671,522,3200.0,51
1567,1672,793,800.0,68
1568,1673,547,800.0,65
1569,1674,811,25.0,73
1570,1675,120,3200.0,35
1571,1676,529,100.0,36
1572,1677,422,1600.0,26
1573,1678,50,50.0,83
1574,1679,25,50.0,83
1575,1680,870,100.0,68
1576,1681,268,100.0,89
1577,1682,213,3200.0,84
1578,1683,938,800.0,55
1579,1684,724,25.0,63
1580,1685,223,1600.0,51
1581,1686,369,1600.0,88
1582,1687,812,200.0,52
1583,1688,662,25.0,59
1584,1689,791,100.0,0
1585,1690,168,50.0,82
1586,1691,363,200.0,8
1587,1692,774,100.0,98
1588,1693,736,400.0,14
1589,1694,34,200.0,42
1581,2191,258,1600.0,18
1582,2192,933,100.0,19
1583,2193,266,6400.0,34
1584,2194,701,200.0,56
1585,2195,7,25.0,6
1586,2196,42,25.0,70
1587,2197,428,50.0,12
1588,2198,727,800.0,65
1589,2199,573,25.0,75
1590,2200,678,3200.0,1
1591,2201,162,3200.0,22
1592,2202,579,100.0,30
1593,2203,191,3200.0,65
1594,2204,975,1600.0,87
1595,2205,483,100.0,46
1596,2206,898,3200.0,30
1597,2207,790,6400.0,38
1598,2208,667,3200.0,70
1599,2209,296,800.0,71
1600,2210,739,50.0,0
1601,2211,730,1600.0,31
1602,2212,262,100.0,0
1603,2213,226,800.0,56
1604,2214,334,800.0,30
1605,2215,136,400.0,95
1606,2216,566,400.0,64
1607,2217,839,1600.0,63
1608,2218,99,800.0,85
1609,2219,664,25.0,34
1610,2220,232,200.0,21
1611,2221,783,3200.0,72
1612,2222,756,3200.0,69
1613,2223,408,50.0,22
1614,2224,439,100.0,30
1615,2225,514,200.0,7
1616,2226,173,800.0,13
1617,2227,23,3200.0,57
1618,2228,223,800.0,53
1619,2229,520,3200.0,80
1620,2230,986,400.0,83
1621,2231,827,200.0,71
1622,2232,215,50.0,60
1623,2233,942,800.0,76
1624,2234,131,50.0,94
1625,2235,714,1600.0,96
1626,2236,876,400.0,79
1627,2237,270,6400.0,17
1628,2238,656,800.0,17
1629,2239,5,50.0,3
1630,2240,609,800.0,5
1589,2195,680,50.0,25
1590,2196,205,3200.0,89
1591,2197,649,800.0,91
1592,2198,900,50.0,60
1593,2199,730,100.0,12
1594,2200,21,100.0,6
1595,2201,589,1600.0,52
1596,2202,529,400.0,62
1597,2203,861,25.0,48
1598,2204,239,3200.0,31
1599,2205,607,3200.0,57
1600,2206,784,200.0,38
1601,2207,72,400.0,31
1602,2208,94,1600.0,1
1603,2209,388,3200.0,83
1604,2210,330,800.0,62
1605,2211,703,200.0,64
1606,2212,151,200.0,46
1607,2213,590,3200.0,65
1608,2214,529,1600.0,73
1609,2215,162,3200.0,82
1610,2216,158,100.0,46
1611,2217,434,200.0,43
1612,2218,743,100.0,28
1613,2219,891,800.0,41
1614,2220,901,100.0,6
1615,2221,243,50.0,16
1616,2222,754,200.0,1
1617,2223,167,200.0,84
1618,2224,89,800.0,92
1619,2225,977,200.0,84
1620,2226,756,200.0,24
1621,2227,469,3200.0,19
1622,2228,787,200.0,66
1623,2229,101,400.0,81
1624,2230,475,25.0,72
1625,2231,526,400.0,32
1626,2232,358,3200.0,58
1627,2233,273,50.0,53
1628,2234,670,200.0,51
1629,2235,576,200.0,12
1630,2236,764,800.0,58
1631,2237,253,3200.0,69
1632,2238,29,3200.0,44
1633,2239,440,3200.0,89
1634,2240,490,6400.0,94
1635,2241,455,200.0,84
1636,2242,982,3200.0,26
1637,2243,418,800.0,45
1638,2244,989,50.0,72
1637,2244,605,100.0,30
1638,2245,238,100.0,34
1639,2246,337,1600.0,28
1640,2247,211,1600.0,90
1641,2248,307,1600.0,31
1642,2249,958,800.0,46
1643,2250,880,1600.0,61
1644,2251,114,800.0,24
1645,2252,834,400.0,61
1646,2253,64,50.0,90
1647,2254,556,3200.0,11
1648,2255,25,6400.0,13
1649,2256,356,1600.0,38
1650,2257,328,100.0,36
1651,2258,174,800.0,42
1652,2259,309,1600.0,57
1653,2260,74,400.0,83
1654,2261,399,400.0,99
1655,2262,431,100.0,30
1656,2263,905,400.0,63
1657,2264,356,200.0,28
1658,2265,382,50.0,50
1659,2266,22,400.0,85
1660,2267,427,800.0,89
1661,2268,228,6400.0,66
1662,2269,676,200.0,21
1663,2270,367,400.0,89
1664,2271,829,50.0,97
1665,2272,258,100.0,47
1666,2273,126,200.0,17
1667,2274,138,100.0,31
1668,2275,674,200.0,77
1669,2276,330,1600.0,84
1670,2277,589,25.0,62
1671,2278,758,3200.0,21
1672,2279,28,1600.0,47
1673,2280,831,200.0,91
1674,2281,55,3200.0,27
1675,2282,949,50.0,33
1676,2283,225,800.0,90
1677,2284,738,800.0,27
1678,2285,288,1600.0,80
1679,2286,821,800.0,33
1680,2287,555,400.0,52
1681,2288,934,800.0,57
1682,2289,628,200.0,19
1683,2290,755,100.0,10
1684,2291,488,3200.0,21
1685,2292,106,1600.0,69
1686,2293,806,6400.0,98
1583,2192,883,800.0,17
1584,2193,915,3200.0,95
1585,2194,874,400.0,0
1586,2195,374,800.0,4
1587,2196,883,6400.0,86
1588,2197,230,1600.0,40
1589,2198,991,50.0,35
1590,2199,338,3200.0,91
1591,2200,260,100.0,3
1592,2201,902,3200.0,17
1593,2202,243,1600.0,87
1594,2203,244,3200.0,64
1595,2204,852,50.0,4
1596,2205,61,3200.0,91
1597,2206,812,50.0,63
1598,2207,412,3200.0,61
1599,2208,35,800.0,44
1600,2209,125,200.0,66
1601,2210,742,3200.0,46
1602,2211,807,25.0,28
1603,2212,972,1600.0,40
1604,2213,589,400.0,48
1605,2214,117,200.0,70
1606,2215,42,200.0,64
1607,2216,272,800.0,62
1608,2217,945,25.0,25
1609,2218,271,50.0,40
1610,2219,606,3200.0,73
1611,2220,509,100.0,8
1612,2221,838,1600.0,96
1613,2222,205,3200.0,27
1614,2223,533,800.0,28
1615,2224,439,100.0,67
1616,2225,287,400.0,16
1617,2226,648,50.0,79
1618,2227,46,400.0,67
1619,2228,901,3200.0,43
1620,2229,391,800.0,39
1621,2230,146,400.0,74
1622,2231,245,50.0,48
1623,2232,47,1600.0,87
1624,2233,427,100.0,92
1625,2234,368,400.0,2
1626,2235,527,3200.0,28
1627,2236,900,1600.0,23
1628,2237,643,3200.0,38
1629,2238,624,100.0,94
1630,2239,477,100.0,94
1631,2240,165,3200.0,8
1632,2241,399,800.0,53
1590,1695,975,400.0,54
1591,1696,868,50.0,30
1592,1697,229,200.0,76
1593,1698,758,400.0,57
1594,1699,152,200.0,30
1595,1700,819,1600.0,61
1596,1701,853,100.0,48
1597,1702,470,25.0,7
1598,1703,327,100.0,64
1599,1704,777,1600.0,97
1600,1705,112,200.0,46
1601,1706,695,3200.0,48
1602,1707,782,50.0,11
1603,1708,83,400.0,88
1604,1709,236,400.0,88
1605,1710,648,1600.0,19
1606,1711,228,200.0,4
1607,1712,654,6400.0,76
1608,1713,390,100.0,72
1609,1714,598,1600.0,48
1610,1715,575,200.0,38
1611,1716,494,800.0,21
1612,1717,229,50.0,59
1613,1718,691,400.0,49
1614,1719,742,400.0,67
1615,1720,826,100.0,70
1616,1721,455,100.0,37
1617,1722,420,3200.0,69
1618,1723,203,100.0,65
1619,1724,256,800.0,39
1620,1725,974,100.0,5
1621,1726,876,800.0,58
1622,1727,884,200.0,40
1623,1728,512,1600.0,89
1624,1729,406,3200.0,43
1625,1730,615,400.0,45
1626,1731,128,200.0,4
1627,1732,53,3200.0,72
1628,1733,760,6400.0,53
1629,1734,445,3200.0,43
1630,1735,389,200.0,70
1631,1736,509,25.0,31
1632,1737,984,200.0,39
1633,1738,587,800.0,7
1634,1739,252,800.0,45
1635,1740,618,1600.0,42
1636,1741,145,800.0,97
1637,1742,679,400.0,69
1638,1743,431,6400.0,13
1639,1744,816,3200.0,27
1681,2291,490,6400.0,50
1682,2292,7,1600.0,84
1683,2293,58,6400.0,85
1684,2294,421,100.0,19
1685,2295,705,3200.0,83
1686,2296,877,800.0,7
1687,2297,364,25.0,56
1688,2298,75,3200.0,42
1689,2299,388,100.0,25
1690,2300,57,1600.0,34
1691,2301,30,800.0,87
1692,2302,13,400.0,69
1693,2303,511,25.0,93
1694,2304,412,200.0,98
1695,2305,152,100.0,67
1696,2306,916,1600.0,24
1697,2307,177,3200.0,34
1698,2308,812,6400.0,4
1699,2309,70,25.0,46
1700,2310,121,3200.0,50
1701,2311,591,800.0,40
1702,2312,448,3200.0,97
1703,2313,700,6400.0,34
1704,2314,471,800.0,11
1705,2315,827,400.0,2
1706,2316,727,6400.0,42
1707,2317,373,200.0,58
1708,2318,553,25.0,38
1709,2319,718,1600.0,95
1710,2320,551,800.0,6
1711,2321,829,6400.0,13
1712,2322,344,100.0,91
1713,2323,890,800.0,72
1714,2324,896,200.0,89
1715,2325,850,200.0,27
1716,2326,416,400.0,66
1717,2327,341,1600.0,79
1718,2328,580,6400.0,31
1719,2329,476,100.0,58
1720,2330,710,6400.0,30
1721,2331,328,800.0,35
1722,2332,921,3200.0,95
1723,2333,6,3200.0,78
1724,2334,645,400.0,14
1725,2335,54,100.0,61
1726,2336,850,400.0,96
1727,2337,506,50.0,65
1728,2338,819,3200.0,20
1729,2339,159,25.0,30
1730,2340,808,6400.0,15
1742,1846,741,200.0,8
1743,1847,671,100.0,13
1744,1848,293,50.0,63
1745,1849,592,200.0,18
1746,1850,989,100.0,21
1747,1851,49,50.0,68
1748,1852,660,25.0,85
1749,1853,162,3200.0,71
1750,1854,195,50.0,73
1751,1855,369,400.0,89
1752,1856,515,100.0,22
1753,1857,184,200.0,44
1754,1858,379,100.0,55
1755,1859,705,100.0,72
1756,1860,797,25.0,95
1757,1861,982,100.0,0
1758,1862,773,200.0,48
1759,1863,496,100.0,10
1760,1864,538,1600.0,5
1761,1865,524,800.0,24
1762,1866,943,400.0,88
1763,1867,729,800.0,50
1764,1868,492,3200.0,25
1765,1869,314,800.0,84
1766,1870,397,200.0,73
1767,1871,525,50.0,5
1768,1872,175,50.0,19
1769,1873,948,800.0,62
1770,1874,481,800.0,45
1771,1875,779,50.0,28
1772,1876,795,1600.0,0
1773,1877,960,6400.0,33
1774,1878,242,200.0,54
1775,1879,718,400.0,90
1776,1880,612,100.0,2
1777,1881,601,800.0,13
1778,1882,239,6400.0,68
1779,1883,259,200.0,5
1780,1884,349,400.0,83
1781,1885,910,50.0,63
1782,1886,369,6400.0,37
1783,1887,858,200.0,11
1784,1888,491,50.0,46
1785,1889,564,6400.0,94
1786,1890,74,50.0,1
1787,1891,223,100.0,51
1788,1892,221,800.0,78
1789,1893,276,100.0,89
1790,1894,352,800.0,40
1791,1895,153,3200.0,30
1781,2391,568,50.0,58
1782,2392,75,3200.0,91
1783,2393,138,200.0,49
1784,2394,536,100.0,38
1785,2395,740,100.0,23
1786,2396,280,100.0,18
1787,2397,101,100.0,73
1788,2398,425,6400.0,62
1789,2399,598,25.0,0
1790,2400,760,100.0,17
1791,2401,140,800.0,54
1792,2402,746,800.0,52
1793,2403,557,400.0,40
1794,2404,679,400.0,96
1795,2405,79,25.0,97
1796,2406,459,25.0,89
1797,2407,744,800.0,3
1798,2408,209,50.0,84
1799,2409,799,400.0,69
1800,2410,533,200.0,28
1801,2411,429,3200.0,22
1802,2412,457,1600.0,61
1803,2413,86,1600.0,77
1804,2414,377,200.0,73
1805,2415,966,3200.0,90
1806,2416,853,25.0,68
1807,2417,253,3200.0,79
1808,2418,761,1600.0,18
1809,2419,862,800.0,76
1810,2420,665,800.0,83
1811,2421,829,400.0,8
1812,2422,19,800.0,82
1813,2423,802,3200.0,86
1814,2424,829,3200.0,30
1815,2425,855,200.0,74
1816,2426,446,200.0,90
1817,2427,242,400.0,68
1818,2428,734,100.0,21
1819,2429,596,200.0,66
1820,2430,888,1600.0,87
1821,2431,136,50.0,43
1822,2432,781,100.0,95
1823,2433,713,100.0,38
1824,2434,827,6400.0,46
1825,2435,129,1600.0,26
1826,2436,137,1600.0,50
1827,2437,194,100.0,74
1828,2438,111,100.0,72
1829,2439,157,800.0,45
1830,2440,288,50.0,41
1731,2341,245,200.0,85
1732,2342,521,6400.0,84
1733,2343,385,400.0,28
1734,2344,642,1600.0,97
1735,2345,729,400.0,13
1736,2346,523,3200.0,23
1737,2347,12,6400.0,66
1738,2348,644,100.0,17
1739,2349,564,3200.0,98
1740,2350,302,200.0,47
1741,2351,570,50.0,94
1742,2352,14,800.0,89
1743,2353,500,200.0,97
1744,2354,551,800.0,78
1745,2355,577,400.0,59
1746,2356,686,400.0,10
1747,2357,858,200.0,11
1748,2358,401,1600.0,40
1749,2359,868,800.0,97
1750,2360,148,200.0,70
1751,2361,922,1600.0,81
1752,2362,725,25.0,75
1753,2363,91,200.0,35
1754,2364,871,1600.0,32
1755,2365,522,200.0,74
1756,2366,967,100.0,76
1757,2367,248,200.0,77
1758,2368,722,1600.0,49
1759,2369,854,3200.0,83
1760,2370,183,200.0,15
1761,2371,123,800.0,47
1762,2372,700,400.0,48
1763,2373,823,1600.0,55
1764,2374,122,200.0,44
1765,2375,173,50.0,47
1766,2376,234,1600.0,85
1767,2377,968,400.0,84
1768,2378,415,3200.0,15
1769,2379,910,400.0,40
1770,2380,980,200.0,6
1771,2381,467,1600.0,15
1772,2382,677,200.0,88
1773,2383,495,3200.0,76
1774,2384,607,200.0,71
1775,2385,192,25.0,17
1776,2386,434,200.0,12
1777,2387,229,400.0,14
1778,2388,544,1600.0,52
1779,2389,266,1600.0,5
1780,2390,890,3200.0,69
1784,1892,915,50.0,60
1785,1893,840,400.0,85
1786,1894,739,1600.0,81
1787,1895,544,1600.0,26
1788,1896,846,800.0,99
1789,1897,847,3200.0,15
1790,1898,75,50.0,52
1791,1899,107,800.0,96
1792,1900,633,800.0,1
1793,1901,340,100.0,65
1794,1902,969,200.0,42
1795,1903,791,400.0,65
1796,1904,991,200.0,43
1797,1905,858,100.0,72
1798,1906,70,200.0,99
1799,1907,270,100.0,72
1800,1908,718,1600.0,40
1801,1909,426,100.0,58
1802,1910,273,1600.0,53
1803,1911,709,1600.0,33
1804,1912,33,100.0,1
1805,1913,761,200.0,62
1806,1914,228,1600.0,23
1807,1915,715,200.0,16
1808,1916,594,3200.0,6
1809,1917,357,3200.0,90
1810,1918,348,50.0,70
1811,1919,697,25.0,35
1812,1920,953,100.0,9
1813,1921,37,100.0,13
1814,1922,137,400.0,57
1815,1923,663,800.0,41
1816,1924,820,400.0,70
1817,1925,954,3200.0,78
1818,1926,460,1600.0,7
1819,1927,356,3200.0,93
1820,1928,317,1600.0,92
1821,1929,426,6400.0,72
1822,1930,378,3200.0,63
1823,1931,318,50.0,59
1824,1932,507,400.0,0
1825,1933,612,100.0,22
1826,1934,910,1600.0,43
1827,1935,404,3200.0,62
1828,1936,189,200.0,59
1829,1937,520,800.0,62
1830,1938,135,200.0,44
1831,1939,519,1600.0,14
1832,1940,376,400.0,99
1833,1941,471,100.0,94
1792,1896,135,3200.0,26
1793,1897,769,50.0,50
1794,1898,160,50.0,47
1795,1899,397,1600.0,41
1796,1900,854,800.0,3
1797,1901,874,3200.0,3
1798,1902,182,3200.0,92
1799,1903,464,100.0,12
1800,1904,471,3200.0,91
1801,1905,965,50.0,0
1802,1906,912,1600.0,97
1803,1907,346,100.0,78
1804,1908,701,800.0,74
1805,1909,959,3200.0,46
1806,1910,672,100.0,56
1807,1911,924,50.0,47
1808,1912,207,800.0,79
1809,1913,626,3200.0,23
1810,1914,550,1600.0,19
1811,1915,806,800.0,62
1812,1916,740,800.0,7
1813,1917,124,25.0,29
1814,1918,469,200.0,13
1815,1919,652,100.0,58
1816,1920,448,200.0,67
1817,1921,241,100.0,30
1818,1922,375,800.0,28
1819,1923,201,3200.0,44
1820,1924,264,400.0,96
1821,1925,738,1600.0,2
1822,1926,145,100.0,83
1823,1927,805,6400.0,2
1824,1928,959,400.0,63
1825,1929,757,200.0,25
1826,1930,983,100.0,76
1827,1931,90,3200.0,13
1828,1932,790,50.0,24
1829,1933,182,200.0,50
1830,1934,978,800.0,87
1831,1935,996,200.0,57
1832,1936,841,3200.0,66
1833,1937,55,800.0,11
1834,1938,452,50.0,33
1835,1939,216,25.0,90
1836,1940,617,800.0,79
1837,1941,983,50.0,41
1838,1942,237,50.0,96
1839,1943,999,400.0,92
1840,1944,79,800.0,26
1841,1945,322,200.0,68
1683,2292,45,200.0,80
1684,2293,598,800.0,92
1685,2294,592,100.0,26
1686,2295,987,400.0,1
1687,2296,338,3200.0,88
1688,2297,166,1600.0,48
1689,2298,391,200.0,15
1690,2299,692,25.0,51
1691,2300,752,200.0,44
1692,2301,582,1600.0,12
1693,2302,265,50.0,34
1694,2303,11,400.0,0
1695,2304,11,1600.0,12
1696,2305,389,400.0,12
1697,2306,445,800.0,22
1698,2307,989,200.0,1
1699,2308,221,1600.0,62
1700,2309,994,800.0,64
1701,2310,252,3200.0,97
1702,2311,998,400.0,51
1703,2312,172,800.0,79
1704,2313,168,25.0,30
1705,2314,623,400.0,19
1706,2315,312,800.0,13
1707,2316,75,800.0,89
1708,2317,404,3200.0,19
1709,2318,773,100.0,11
1710,2319,209,50.0,51
1711,2320,663,50.0,80
1712,2321,784,3200.0,99
1713,2322,677,800.0,39
1714,2323,885,50.0,72
1715,2324,851,3200.0,7
1716,2325,725,400.0,56
1717,2326,710,100.0,60
1718,2327,359,100.0,70
1719,2328,970,200.0,53
1720,2329,790,800.0,43
1721,2330,26,100.0,10
1722,2331,317,3200.0,72
1723,2332,765,3200.0,48
1724,2333,518,800.0,71
1725,2334,526,1600.0,8
1726,2335,946,800.0,12
1727,2336,255,400.0,6
1728,2337,727,200.0,10
1729,2338,255,400.0,85
1730,2339,298,1600.0,5
1731,2340,471,200.0,26
1732,2341,689,200.0,46
1738,1844,47,50.0,95
1739,1845,782,6400.0,6
1740,1846,874,100.0,27
1741,1847,672,6400.0,5
1742,1848,50,3200.0,72
1743,1849,85,100.0,74
1744,1850,702,3200.0,96
1745,1851,125,800.0,81
1746,1852,714,800.0,18
1747,1853,776,100.0,59
1748,1854,118,100.0,85
1749,1855,964,100.0,15
1750,1856,102,25.0,4
1751,1857,329,6400.0,22
1752,1858,5,200.0,25
1753,1859,875,800.0,50
1754,1860,658,6400.0,84
1755,1861,150,3200.0,4
1756,1862,905,3200.0,97
1757,1863,207,100.0,90
1758,1864,402,800.0,89
1759,1865,199,100.0,73
1760,1866,340,100.0,5
1761,1867,503,800.0,45
1762,1868,44,100.0,61
1763,1869,509,800.0,68
1764,1870,126,3200.0,30
1765,1871,186,50.0,41
1766,1872,476,800.0,99
1767,1873,588,1600.0,77
1768,1874,359,800.0,99
1769,1875,535,3200.0,0
1770,1876,407,25.0,83
1771,1877,767,1600.0,28
1772,1878,610,6400.0,23
1773,1879,483,50.0,36
1774,1880,129,800.0,67
1775,1881,895,50.0,73
1776,1882,619,1600.0,24
1777,1883,278,1600.0,38
1778,1884,180,400.0,73
1779,1885,108,100.0,56
1780,1886,95,1600.0,61
1781,1887,835,800.0,69
1782,1888,20,200.0,84
1783,1889,601,200.0,60
1784,1890,190,800.0,79
1785,1891,528,3200.0,10
1786,1892,429,400.0,52
1787,1893,736,100.0,67
1782,1891,767,200.0,69
1783,1892,812,200.0,24
1784,1893,701,200.0,62
1785,1894,584,25.0,41
1786,1895,792,1600.0,69
1787,1896,986,200.0,67
1788,1897,893,100.0,76
1789,1898,898,3200.0,2
1790,1899,7,3200.0,23
1791,1900,704,400.0,0
1792,1901,454,3200.0,11
1793,1902,793,100.0,86
1794,1903,45,800.0,64
1795,1904,54,50.0,8
1796,1905,695,800.0,69
1797,1906,117,100.0,22
1798,1907,388,400.0,98
1799,1908,329,800.0,15
1800,1909,558,25.0,3
1801,1910,914,400.0,74
1802,1911,453,6400.0,57
1803,1912,965,200.0,82
1804,1913,488,100.0,94
1805,1914,826,25.0,78
1806,1915,624,1600.0,52
1807,1916,872,3200.0,19
1808,1917,495,1600.0,68
1809,1918,913,100.0,85
1810,1919,767,200.0,38
1811,1920,208,6400.0,78
1812,1921,761,50.0,11
1813,1922,133,400.0,68
1814,1923,177,1600.0,15
1815,1924,64,800.0,2
1816,1925,721,200.0,4
1817,1926,555,400.0,32
1818,1927,353,25.0,88
1819,1928,665,200.0,7
1820,1929,608,200.0,64
1821,1930,450,50.0,44
1822,1931,689,200.0,6
1823,1932,647,3200.0,4
1824,1933,568,400.0,49
1825,1934,11,800.0,75
1826,1935,793,800.0,43
1827,1936,616,3200.0,66
1828,1937,136,50.0,73
1829,1938,115,50.0,26
1830,1939,487,100.0,14
1831,1940,754,50.0,99
1691,2296,466,200.0,62
1692,2297,65,100.0,4
1693,2298,297,1600.0,11
1694,2299,427,200.0,45
1695,2300,578,50.0,4
1696,2301,160,25.0,16
1697,2302,830,200.0,85
1698,2303,253,800.0,35
1699,2304,79,3200.0,25
1700,2305,70,400.0,46
1701,2306,2,50.0,72
1702,2307,600,100.0,99
1703,2308,715,800.0,45
1704,2309,390,100.0,79
1705,2310,779,3200.0,73
1706,2311,20,200.0,85
1707,2312,699,1600.0,31
1708,2313,468,50.0,45
1709,2314,538,3200.0,42
1710,2315,704,100.0,44
1711,2316,773,200.0,79
1712,2317,797,200.0,98
1713,2318,966,1600.0,38
1714,2319,267,200.0,89
1715,2320,648,50.0,22
